time,cdo-sample-api_mem,cdo-sample-api_cpu,cdo-sample-api_delay,notification-service_mem,notification-service_cpu,notification-service_delay
1782897688,18587648.000000,0.000259,4.750000,40513536.000000,0.000464,4.781457
1782897718,18595840.000000,0.000279,4.750000,40513536.000000,0.000524,4.781457
1782897748,18591744.000000,0.000267,4.750000,40513536.000000,0.000420,4.781457
1782897778,18591744.000000,0.000314,4.750000,40513536.000000,0.000676,4.781457
1782897808,18595840.000000,0.000292,4.750000,40517632.000000,0.000383,4.781457
1782897838,18595840.000000,0.000211,4.750000,40513536.000000,0.000467,4.781457
1782897868,18595840.000000,,4.750000,40513536.000000,0.000595,4.781457
1782897898,18595840.000000,0.000338,4.750000,40517632.000000,0.000560,4.781457
1782897928,18595840.000000,0.000271,4.750000,40517632.000000,0.000550,4.813333
1782897958,18595840.000000,0.000227,4.750000,40513536.000000,0.000408,4.813333
1782897988,18595840.000000,0.000303,4.750000,40517632.000000,0.000534,4.813333
1782898018,18595840.000000,0.000303,4.750000,40513536.000000,0.000463,4.813333
1782898048,18599936.000000,0.000285,4.750000,40513536.000000,0.000573,4.845638
1782898078,18608128.000000,0.000274,4.750000,40513536.000000,0.000529,4.845638
1782898108,18604032.000000,0.000235,4.750000,40517632.000000,0.000473,4.845638
1782898138,18608128.000000,0.000319,4.750000,40513536.000000,0.000525,4.845638
1782898168,18612224.000000,0.000292,4.750000,40513536.000000,0.000485,4.813333
1782898198,18612224.000000,0.000154,4.750000,40513536.000000,0.000485,4.813334
1782898228,18608128.000000,,4.750000,40513536.000000,0.000425,4.781457
1782898258,18608128.000000,0.000308,4.750000,40513536.000000,0.000517,4.781457
1782898288,18620416.000000,0.000219,4.750000,40517632.000000,0.000588,4.781457
1782898318,18620416.000000,0.000302,4.750000,40521728.000000,0.000480,4.781457
1782898348,18620416.000000,0.000222,4.750000,40521728.000000,0.000412,4.781457
1782898378,18620416.000000,,4.750000,40517632.000000,0.000566,4.781457
1782898408,18624512.000000,0.000177,4.750000,40521728.000000,0.000521,4.813333
1782898438,18628608.000000,0.000230,4.750000,40521728.000000,0.000399,4.813333
1782898468,18628608.000000,0.000249,4.750000,40517632.000000,0.000589,4.845638
1782898498,18628608.000000,0.000306,4.750000,40517632.000000,0.000480,4.845637
1782898528,18628608.000000,0.000297,4.750000,40517632.000000,0.000577,4.845638
1782898558,18628608.000000,,4.750000,40517632.000000,0.000488,4.845638
1782898588,18628608.000000,,4.750000,40517632.000000,0.000399,4.845638
1782898618,18632704.000000,0.000281,4.750000,40517632.000000,0.000600,4.845638
1782898648,18628608.000000,0.000336,4.750000,40521728.000000,0.000599,4.813333
1782898678,18636800.000000,0.000236,4.750000,40521728.000000,0.000509,4.813333
1782898708,18898944.000000,0.000304,4.750000,40521728.000000,0.000466,4.813333
1782898738,18636800.000000,0.000184,4.750000,40517632.000000,0.000397,4.813333
1782898768,19218432.000000,0.000380,4.750000,40521728.000000,0.000637,4.781457
1782898798,19300352.000000,0.000265,4.750000,40517632.000000,0.000611,4.781457
1782898828,19300352.000000,0.000256,4.750000,40517632.000000,0.000534,4.813333
1782898858,19304448.000000,0.000258,4.750000,40517632.000000,0.000473,4.813333
1782898888,19353600.000000,0.000356,4.750000,40517632.000000,0.000652,4.813333
1782898918,19357696.000000,0.000300,4.750000,40517632.000000,0.000525,4.813333
1782898948,19398656.000000,0.000270,4.750000,40517632.000000,0.000509,4.813333
1782898978,19398656.000000,0.000196,4.750000,40521728.000000,0.000437,4.813333
1782899008,19410944.000000,,4.750000,40517632.000000,0.000632,4.813333
1782899038,19419136.000000,0.000283,4.750000,40517632.000000,0.000539,4.813333
1782899068,19423232.000000,0.000255,4.750000,40521728.000000,0.000283,4.813333
1782899098,19427328.000000,0.000265,4.750000,40517632.000000,0.000540,4.813333
1782899128,18841600.000000,0.000333,4.750000,40517632.000000,0.000542,4.781457
1782899158,18841600.000000,0.000258,4.750000,40517632.000000,0.000417,4.781457
1782899188,18841600.000000,0.000281,4.750000,40521728.000000,0.000412,4.781457
1782899218,18841600.000000,0.000309,4.750000,40517632.000000,0.000450,4.781457
1782899248,18841600.000000,0.000318,4.750000,40517632.000000,0.000701,4.813333
1782899278,18841600.000000,,4.750000,40517632.000000,0.000500,4.813333
1782899308,18841600.000000,0.000266,4.750000,40517632.000000,0.000545,4.781457
1782899338,18841600.000000,0.000273,4.750000,40521728.000000,0.000577,4.781457
1782899368,18845696.000000,,4.750000,40521728.000000,0.000512,4.813333
1782899398,19435520.000000,0.000226,4.750000,40521728.000000,0.000544,4.813333
1782899428,19435520.000000,0.000229,4.750000,40517632.000000,0.000468,4.813333
1782899458,19435520.000000,0.000284,4.750000,40529920.000000,0.000372,4.813333
1782899488,19439616.000000,0.000344,4.750000,40525824.000000,0.000568,4.845637
1782899518,19439616.000000,0.000181,4.750000,40525824.000000,0.000540,4.845638
1782899548,19439616.000000,0.000280,4.750000,40525824.000000,0.000551,4.813333
1782899578,19439616.000000,0.000309,4.750000,40525824.000000,0.000481,4.813334
1782899608,18964480.000000,0.000257,4.750000,40525824.000000,0.000555,4.845638
1782899638,18964480.000000,0.000221,4.750000,40529920.000000,0.000609,4.845638
1782899668,18964480.000000,0.000223,4.750000,40525824.000000,0.000535,4.845638
1782899698,18964480.000000,0.000217,4.750000,40529920.000000,0.000496,4.845638
1782899728,18964480.000000,0.000271,4.750000,40529920.000000,0.000508,4.845638
1782899758,18964480.000000,0.000322,4.750000,40525824.000000,0.000636,4.845638
1782899788,18972672.000000,0.000256,4.750000,40525824.000000,0.000480,4.813333
1782899818,18972672.000000,0.000248,4.750000,40525824.000000,0.000471,4.813333
1782899848,18972672.000000,0.000260,4.750000,40525824.000000,0.000538,4.813333
1782899878,18976768.000000,0.000336,4.750000,40525824.000000,0.000632,4.813333
1782899908,18972672.000000,0.000244,4.750000,40525824.000000,0.000329,4.781457
1782899938,18976768.000000,0.000266,4.750000,40525824.000000,0.000547,4.781457
1782899968,18980864.000000,0.000393,4.750000,40529920.000000,0.000490,4.781457
1782899998,18980864.000000,0.000184,4.750000,40529920.000000,0.000602,4.781457
1782900028,18976768.000000,0.000276,4.750000,40525824.000000,0.000624,4.781457
1782900058,18976768.000000,0.000237,4.750000,40529920.000000,0.000332,4.781457
1782900088,18976768.000000,0.000272,4.750000,40525824.000000,0.000632,4.813333
1782900118,18989056.000000,0.000322,4.750000,40525824.000000,0.000538,4.813333
1782900148,18997248.000000,0.000264,4.750000,40529920.000000,0.000526,4.845638
1782900178,19009536.000000,0.000258,4.750000,40525824.000000,0.000552,4.845638
1782900208,19009536.000000,0.000300,4.750000,40525824.000000,0.000426,4.845638
1782900238,19009536.000000,0.000350,4.750000,40525824.000000,0.000397,4.845638
1782900268,19009536.000000,0.000230,4.750000,40525824.000000,0.000649,4.813333
1782900298,19009536.000000,0.000251,4.750000,40525824.000000,0.000463,4.813333
1782900328,19009536.000000,0.000265,4.750000,40525824.000000,0.000493,4.813333
1782900358,19009536.000000,0.000353,4.750000,40525824.000000,0.000600,4.813333
1782900388,19009536.000000,0.000226,4.750000,40525824.000000,0.000612,4.813333
1782900418,19009536.000000,0.000247,4.750000,40525824.000000,0.000466,4.813333
1782900448,19009536.000000,0.000267,4.750000,40525824.000000,0.000505,4.781457
1782900478,19009536.000000,0.000345,4.750000,40525824.000000,0.000585,4.781457
1782900508,19009536.000000,0.000241,4.750000,40525824.000000,0.000689,4.781457
1782900538,19009536.000000,0.000285,4.750000,40529920.000000,0.000429,4.781457
1782900568,19009536.000000,0.000204,4.750000,40525824.000000,0.000554,4.781457
1782900598,19013632.000000,0.000262,4.750000,40525824.000000,0.000629,4.781457
1782900628,19013632.000000,0.000231,4.750000,40525824.000000,0.000582,4.813333
1782900658,19013632.000000,,4.750000,40525824.000000,0.000443,4.813333
1782900688,19017728.000000,0.000090,4.750000,40525824.000000,0.000440,4.781457
1782900718,19017728.000000,0.000134,4.750000,40525824.000000,0.000532,4.781457
1782900748,19017728.000000,,4.750000,40529920.000000,0.000537,4.781457
1782900778,19017728.000000,0.000233,4.750000,40525824.000000,0.000466,4.781457
1782900808,19017728.000000,0.000154,4.750000,40525824.000000,0.000527,4.813333
1782900838,19025920.000000,0.000292,4.750000,40525824.000000,0.000416,4.813333
1782900868,19025920.000000,0.000230,4.750000,40525824.000000,0.000685,4.813333
1782900898,19025920.000000,,4.750000,40525824.000000,0.000459,4.813333
1782900928,19030016.000000,0.000240,4.750000,40529920.000000,0.000522,4.813333
1782900958,19034112.000000,0.000264,4.750000,40525824.000000,0.000480,4.813333
1782900988,19611648.000000,0.000375,4.750000,40525824.000000,0.000827,4.845638
1782901018,19689472.000000,0.000297,4.750000,40525824.000000,0.000491,4.845638
1782901048,19689472.000000,0.000216,4.750000,40529920.000000,0.000495,4.878378
1782901078,19689472.000000,0.000240,4.750000,40525824.000000,0.000517,4.878378
1782901108,19689472.000000,0.000297,4.750000,40525824.000000,0.000716,4.845638
1782901138,19689472.000000,0.000243,4.750000,40525824.000000,0.000475,4.845638
1782901168,19689472.000000,0.000133,4.750000,40529920.000000,0.000456,4.878378
1782901198,19103744.000000,0.000188,4.750000,40525824.000000,0.000464,4.878378
1782901228,19103744.000000,0.000236,4.750000,40529920.000000,0.000560,4.878378
1782901258,19107840.000000,,4.750000,40525824.000000,0.000535,4.878378
1782901288,19103744.000000,0.000267,4.750000,40525824.000000,0.000502,4.845638
1782901318,19103744.000000,0.000195,4.750000,40525824.000000,0.000498,4.845638
1782901348,19107840.000000,,4.750000,40525824.000000,0.000682,4.813333
1782901378,19107840.000000,0.000231,4.750000,40525824.000000,0.000488,4.813333
1782901408,19107840.000000,0.000292,4.750000,40529920.000000,0.000469,4.813333
1782901438,19107840.000000,0.000244,4.750000,40525824.000000,0.000471,4.813333
1782901468,19107840.000000,,4.750000,40529920.000000,0.000596,4.781457
1782901498,19107840.000000,,4.750000,40529920.000000,0.000513,4.781457
1782901528,19107840.000000,0.000237,4.750000,40525824.000000,0.000512,4.781457
1782901558,19107840.000000,0.000254,4.750000,40525824.000000,0.000407,4.781457
1782901588,19111936.000000,0.000376,4.750000,40525824.000000,0.000650,4.781457
1782901618,19750912.000000,0.000262,4.750000,40525824.000000,0.000587,4.781457
1782901648,19755008.000000,0.000242,4.750000,40529920.000000,0.000519,4.781457
1782901678,19759104.000000,0.000302,4.750000,40525824.000000,0.000478,4.781457
1782901708,19759104.000000,,4.750000,40529920.000000,0.000643,4.813333
1782901738,19755008.000000,,4.750000,40529920.000000,0.000601,4.813333
1782901768,19759104.000000,0.000274,4.750000,40525824.000000,0.000485,4.845638
1782901798,19755008.000000,0.000297,4.750000,40529920.000000,0.000599,4.845638
1782901828,19755008.000000,0.000149,4.750000,40529920.000000,0.000438,4.878378
1782901858,19230720.000000,0.000339,4.750000,40525824.000000,0.000543,4.878379
1782901888,19230720.000000,0.000215,4.750000,40529920.000000,0.000549,4.878378
1782901918,19230720.000000,0.000269,4.750000,40525824.000000,0.000449,4.878378
1782901948,19230720.000000,0.000276,4.750000,40525824.000000,0.000370,4.878378
1782901978,19230720.000000,0.000326,4.750000,41115648.000000,0.000618,4.878378
1782902008,19230720.000000,0.000227,4.750000,41115648.000000,0.000441,4.845638
1782902038,19234816.000000,0.000283,4.750000,41115648.000000,0.000389,4.845637
1782902068,19234816.000000,0.000191,4.750000,41115648.000000,0.000550,4.845638
1782902098,19230720.000000,,4.750000,41115648.000000,0.000578,4.845638
1782902128,19230720.000000,0.000305,4.750000,41119744.000000,0.000638,4.813333
1782902158,19230720.000000,0.000197,4.750000,41115648.000000,0.000490,4.813333
1782902188,19230720.000000,0.000268,4.750000,41115648.000000,0.000509,4.845638
1782902218,19099648.000000,0.000320,4.750000,40595456.000000,0.000398,4.845638
1782902248,19103744.000000,0.000254,4.750000,40595456.000000,0.000597,4.878378
1782902278,19107840.000000,0.000296,4.750000,40595456.000000,0.000370,4.878378
1782902308,19107840.000000,0.000214,4.750000,40595456.000000,0.000483,4.911565
1782902338,19107840.000000,,4.750000,40595456.000000,0.000608,4.911565
1782902368,19107840.000000,0.000168,4.750000,40595456.000000,0.000632,4.911565
1782902398,19107840.000000,0.000270,4.750000,40595456.000000,0.000405,4.911565
1782902428,19116032.000000,0.000346,4.750000,40595456.000000,0.000486,4.878378
1782902458,19111936.000000,0.000235,4.750000,40595456.000000,0.000604,4.878379
1782902488,19111936.000000,0.000253,4.750000,41119744.000000,0.000574,4.845638
1782902518,19111936.000000,,4.750000,41119744.000000,0.000522,4.845638
1782902548,19111936.000000,,4.750000,41119744.000000,0.000485,4.813333
1782902578,19116032.000000,0.000335,4.750000,41123840.000000,0.000563,4.813333
1782902608,19116032.000000,0.000237,4.750000,41119744.000000,0.000559,4.781457
1782902638,19120128.000000,,4.750000,41119744.000000,0.000517,4.781457
1782902668,19120128.000000,0.000259,4.750000,41119744.000000,0.000509,4.750000
1782902698,19120128.000000,0.000340,4.750000,41119744.000000,0.000518,4.750000
1782902728,19714048.000000,0.000291,4.750000,40529920.000000,0.000619,4.750000
1782902758,19714048.000000,0.000180,4.750000,40529920.000000,0.000501,4.750000
1782902788,19714048.000000,0.000247,4.750000,40529920.000000,0.000653,4.781457
1782902818,19714048.000000,0.000267,4.750000,40538112.000000,0.000571,4.781457
1782902848,19714048.000000,0.000227,4.750000,40542208.000000,0.000550,4.781457
1782902878,19714048.000000,0.000280,4.750000,40534016.000000,0.000428,4.781457
1782902908,19718144.000000,0.000265,4.750000,40538112.000000,0.000516,4.781457
1782902938,19718144.000000,0.000306,4.750000,40542208.000000,0.000493,4.781457
1782902968,19193856.000000,0.000298,4.750000,40542208.000000,0.000651,4.813333
1782902998,19193856.000000,0.000201,4.750000,40542208.000000,0.000521,4.813333
1782903028,19193856.000000,0.000282,4.750000,40542208.000000,0.000585,4.845638
1782903058,19193856.000000,0.000332,4.750000,40546304.000000,0.000454,4.845638
1782903088,19193856.000000,0.000233,4.750000,40546304.000000,0.000694,4.845638
1782903118,19193856.000000,,4.750000,40546304.000000,0.000533,4.845637
1782903148,19193856.000000,0.000270,4.750000,40546304.000000,0.000532,4.878378
1782903178,19193856.000000,0.000221,4.750000,40546304.000000,0.000477,4.878378
1782903208,20291584.000000,,4.750000,40546304.000000,0.000709,4.878378
1782903238,20287488.000000,0.000242,4.750000,40550400.000000,0.000488,4.878378
1782903268,20287488.000000,0.000121,4.750000,40550400.000000,0.000452,4.845638
1782903298,20369408.000000,,4.750000,40546304.000000,0.000395,4.845638
1782903328,20045824.000000,0.000392,4.750000,40546304.000000,0.000657,4.845638
1782903358,20045824.000000,0.000266,4.750000,40550400.000000,0.000587,4.845638
1782903388,20045824.000000,0.000210,4.750000,40546304.000000,0.000529,4.813333
1782903418,20045824.000000,0.000291,4.750000,40546304.000000,0.000489,4.813333
1782903448,19259392.000000,0.000353,4.750000,40546304.000000,0.000532,4.781457
1782903478,19259392.000000,0.000255,4.750000,40546304.000000,0.000534,4.781457
1782903508,19259392.000000,0.000241,4.750000,40546304.000000,0.000383,4.781457
1782903538,19259392.000000,0.000250,4.750000,40546304.000000,0.000492,4.781457
1782903568,19259392.000000,0.000269,4.750000,40546304.000000,0.000730,4.813333
1782903598,19259392.000000,0.000264,4.750000,40546304.000000,0.000544,4.813333
1782903628,19271680.000000,0.000300,4.750000,40546304.000000,0.000474,4.781457
1782903658,19271680.000000,0.000241,4.750000,40546304.000000,0.000475,4.781457
1782903688,19271680.000000,0.000276,4.750000,40546304.000000,0.000444,4.781457
1782903718,19267584.000000,0.000269,4.750000,40546304.000000,0.000630,4.781457
1782903748,19267584.000000,,4.750000,40546304.000000,0.000504,4.781457
1782903778,19267584.000000,,4.750000,40546304.000000,0.000508,4.781457
1782903808,19267584.000000,0.000305,4.750000,40546304.000000,0.000554,4.781457
1782903838,19271680.000000,0.000264,4.750000,40554496.000000,0.000567,4.781457
1782903868,19279872.000000,0.000290,4.750000,40550400.000000,0.000512,4.750000
1782903898,19279872.000000,0.000255,4.750000,40550400.000000,0.000510,4.750000
1782903928,19279872.000000,,4.750000,40550400.000000,0.000380,4.781457
1782903958,19279872.000000,,4.750000,40554496.000000,0.000690,4.781457
1782903988,19283968.000000,0.000248,4.750000,40550400.000000,0.000532,4.813333
1782904018,19283968.000000,0.000271,4.750000,40550400.000000,0.000352,4.813333
1782904048,19283968.000000,0.000298,4.750000,40554496.000000,0.000534,4.845638
1782904078,19283968.000000,0.000233,4.750000,40554496.000000,0.000619,4.845638
1782904108,19283968.000000,0.000255,4.750000,40554496.000000,0.000462,4.878378
1782904138,19283968.000000,0.000242,4.750000,40554496.000000,0.000411,4.878379
1782904168,19283968.000000,0.000249,4.750000,40554496.000000,0.000563,4.911565
1782904198,19288064.000000,0.000292,4.750000,40554496.000000,0.000552,4.911565
1782904228,19288064.000000,0.000229,4.750000,40558592.000000,0.000597,4.911565
1782904258,19288064.000000,0.000256,4.750000,40558592.000000,0.000514,4.911565
1782904288,19288064.000000,0.000130,4.750000,40558592.000000,0.000478,4.911565
1782904318,19288064.000000,,4.750000,40562688.000000,0.000609,4.911565
1782904348,19288064.000000,0.000241,4.750000,40558592.000000,0.000539,4.911565
1782904378,19288064.000000,0.000275,4.750000,40558592.000000,0.000415,4.911565
1782904408,19296256.000000,0.000300,4.750000,40558592.000000,0.000479,4.911565
1782904438,19296256.000000,,4.750000,40558592.000000,0.000478,4.911564
1782904468,19296256.000000,,4.750000,40558592.000000,0.000664,4.911565
1782904498,19296256.000000,0.000259,4.750000,40558592.000000,0.000465,4.911565
1782904528,19296256.000000,0.000199,4.750000,40558592.000000,0.000559,4.878378
1782904558,19296256.000000,0.000343,4.750000,40562688.000000,0.000514,4.878378
1782904588,19296256.000000,0.000239,4.750000,40558592.000000,0.000555,4.845638
1782904618,19296256.000000,0.000199,4.750000,40558592.000000,0.000471,4.845638
1782904648,19296256.000000,0.000234,4.750000,40558592.000000,0.000529,4.845638
1782904678,19296256.000000,0.000273,4.750000,40562688.000000,0.000382,4.845638
1782904708,19296256.000000,0.000242,4.750000,40558592.000000,0.000634,4.845638
1782904738,19296256.000000,0.000266,4.750000,40558592.000000,0.000527,4.845638
1782904768,19296256.000000,0.000231,4.750000,40558592.000000,0.000523,4.813333
1782904798,19296256.000000,0.000392,4.750000,40562688.000000,0.000352,4.813333
1782904828,19746816.000000,0.000274,4.750000,40558592.000000,0.000621,4.813333
1782904858,19746816.000000,0.000288,4.750000,40558592.000000,0.000572,4.813334
1782904888,19746816.000000,0.000196,4.750000,40558592.000000,0.000504,4.845638
1782904918,19746816.000000,,4.750000,40558592.000000,0.000486,4.845638
